Timestamp,DeviceName,ActionType,FileName,FolderPath,SHA256,Account
"Oct 20, 2025 4:38:15 PM",win11vmbruce,FileRenamed,tor-browser-windows-x86_64-portable-14.5.8.exe,C:\Users\ThreatHunt\Downloads\tor-browser-windows-x86_64-portable-14.5.8.exe,42175e455f814e5a691195c92df92695f68bca451af53ae405d7a5129898ad89,threathunt
